V,x,y
8,487,98
11,612,76
24,920,30
18,861,40
14,744,56
4,392,281
2,189,290
1,271,244
16,882,176
12,751,244
6,506,270
5,380,171
9,626,259
10,619,148
7,499,170
15,896,300
20,1014,168
13,747,130
3,184,180
17,871,112
19,1024,287
21,1006,93
25,1135,201
26,1126,77
29,1216,63
31,1295,184
28,1223,160
27,1229,242
32,1286,117
30,1300,244
33,1391,242
